,tweet,target
13201,this is the best ever speech by narendra modi ji till date amp first ever speech which reminds of atal bihari vajpayee ji modi modiunstoppable modivsmahamilaawat modioncemore modiinparliament modimahamilawatattack modiparliamentspeech narendramodi pmoindia narendramodi,1
13202,pmoindia narendramodi why is pmoindia tweeting for narendramodi does the country has other important issue to talk of is it bjp twitter handle of country,0
13203,pmoindia narendramodi every governmental office has been reduced to just be a mouth piece of the bjp,0
13204,yadavtejashwi narendramodi when pappu asked for debate narendramodi was ready this time during modi speech once again pappu420 ran away because and,0
13205,drpratiksha1 pappu will infact rahulgandhi would be the first one to leave let him bark as much as he can 2019 ka election toh narendramodi ji and unki party bjp hi jeetne waali hai jaiho modi ji,0
13206,election2019 will be fought on 55yrs of congress vs 55 months of narendramodi bjp nda modi has set the agenda today in parliament and won the round one rahulgandhi day by day loosing his balance amp credibility and also going below the dignity,0
13207,modi during his 55 years vs 55 months speech bc before congress ad after dynasty fantastic narendramodi narendramodijindabad rajyasabha loksabhaelections2019,1
13208,listened to pm narendramodi speaking in loksabha i was also trying to locate rahulgandhi who wanted answers from chowkidar on many issues i think he knew that modi is going to speak in parliament today and he conveniently escaped from embarrassment,1
13209,modiparliamentspeech in 55 months narendramodi ji has proven why bjp4india is referred to as a party with a difference because every bjp karyakarta works with only one goal service to mankind,0
13210,mind blowing speech by narendramodi at indian parliament we need such good orator great visionary if we can give 55 yrs to congress we can at least give one more government 5 yrs to narendramodi led bjp,1
13211,soniagandhi narendramodi thank god my prime minister is modi not sonia i ve seen my respect in modi tenure during congress i i hide my identity,1
13212,it was a pleasure to hear our pm spk abt the work done by bjp govt in the last 55months narendramodi ji is such a powerful amp effective communicator i am sure todays speech will put an end to all the spread by the opposition modiunstoppable,1
13213,i congratulate narendramodi ji for his spectacular speech in parliament facts were presented beautifully ripped apart opponents with the report card of modi govt congress totally rattled by his facts and figures modiunstoppable loksabhaelections2019,1
13214,and i thought raga wanted to debate with pm modi in parliament was nowhere to be seen today modiunstoppable modiparliamentspeech narendramodi,0
13215,most important poll who should be pm of india in 2019 modiunstoppable modiparliamentspeech darpokmodi rahulgandhi congress bjp,1
13216,loksabhaelections2019 will priyanka gandhi contest lok sabha polls from varanasi against pm narendra modi modiparliamentspeech congress bjp priyankagandhi narendramodi,0
13217,robertvadra with priyankavadra is now at the residence of rahulgandhi what is this congress clearly stands with corruption congresswithcorruption priyankabacksvadra bjp amitshah narendramodi,0
13218,milanv nktpnd feel sometimes bias to bjp and narendramodi otherwise agree,0
13219,bjp4india class speech by modi ji loved it bjp narendramodi,1
13220,lpg amp electricity are for rich then i feel proud that i am working for such rich people modi in loksabha today told congress about corruption amp it misdeeds narendramodi modiunstoppable superb modioncemore modidobara,1
13221,republic my vote 2014 was not wasted thank you bjp nda modiunstoppable modiparliamentspeech modimahamilawatattack narendramodi narendramodi,1
13222,pmoindia narendramodi so don t vote for bjp,0
13223,abpnewstv if modi ji gave rs 30k cr to anil ambani then why has he filed bankruptcy for his rcomm company modi could have done something else to safeguard him this is really a childish type of blame by rahulgandhi modiparliamentspeech rafaledeal defencedeal anilambani,0
13224,narendramodi pmoindia electricity modi bjpmission2019 narendramodi bjp dear modi ji its been decades we here in poonch 185101 j amp k have been experiencing regular power cuts and avg electricity in a day is just hrs day time on ideal conditions,1
13225,i would like to see rahulgandhi amp narendramodi doing debate on issues of our country and what they did amp doing incindia bjp4india congress bjp india walkthetalk india twitter twitterindia politics breaking news like rt rts retweet follow,1
13226,narendramodi narendramodi the one and only pm who can make india proud for modi,1
13227,this country belongs to all duties of pm is to bring every one together not to devide rahulgandhi assured congress will win 2019 general election by defeating the bjp and divisive forces darpokmodi moodofnation loksabhaelections2019 merasamvidhaanmeraswabhiman,1
13228,after a long time the lion was heard loudly today narendramodi modiparliamentspeech modiunstoppable modifor2019 modiforpm2019 modi loksabhaelections2019 loksabhaelection2019 loksabha speech,1
13229,modi government successfully undertook work in 55 months that the congress could not fulfill in 55 years bjp modi modigovt,1
13230,maza aa gaya sir ji you have shown mirror to congress party today every indian should listen our prime minister speech today in parliament feel proud that i vote for bjp in 2014 and i will again in 2019 namo namo narendramodi zeenews bjp4india,1
13231,narendramodi vs rahulgandhi i believed we need both of you as our leader for our new india modi as our next pm and rahul as opposition party for making amp building new india,1
13232,that was some speech and the line those who have looted the country will have to scared of modi was the highlight for me it seems that our pm has a vision a vision of making india corruption free pmoindia narendramodi loksabha narendramodi modiunstoppable,1
13233,anchoranandn narendramodi do go so low atleast pretend u r not vocal bjp supporter recently timesnow tags topics all looks so biased governments come n go but channels not u need to survive post bjp rule also,0
13234,the difference between rahulgandhi and narendramodi is at the end of their speeches rahulgandhi says chowkidarhichorhai but modi says vandematheram 2019elections elections2019,0
13235,ani how a coward like rahulgandhi is challenging pm narendramodi ji amp bjp who himself is on bail amp is running away from giving answers2the people of india on the issue of agustawestland amp nationalherald amp trying to save himself by lying all the is climax of shamelessness,0
13236,rahulgandhi congress bjpmission2019 narendramodi i am common man i did waste my vote i know which person is good for india i request to 125 crore indian citizen to please vote narendra modi modi done so many thing for india please vote narendra modi,0
13237,i assure you those who have looted the nation will continue to be scared of narendra modi pm narendramodi in lok sabha,1
13238,cnnnews18 narendramodi lol modiji create a culture of accountability rather then blamegamecampaign most overseas money went to your party bjp,0
13239,jaishreeram90 akhileshpsingh narendramodi sahi kaha narendramodi bjp once again for better india jai ho,0
13240,have to say i am impressed with this speech of mr modi in perliament today if bjp workers can spread his speech to rural areas none can defeat bjp modiunstoppable,1
13241,union minister prakash javadekar says it is ironical that rahulgandhi is asking number of questions to pm modi and govt when his whole family is out on bail,0
13242,the whole india bows to you modiji salute to bjp we support you modi modiparliamentspeech modiunstoppable onceagainmodi modionfire modivscongress aabkibaarphirsemodisarkar narendramodi pmoindia bjp4india loksabhatv,1
13243,narendramodi good he talks about incindia commonwealth issue other corruption issues but i want to remind modi that cases are kept and started investigation during upa rule itself but bjp rule we seen cbivscbi cbidirector issues cbi boss gets summons worst government,0
